er,sx,sy,sz,u (sy/sx),v (sz/sx),d,Pxx,Pyy,Pzz,Nx,Ny,Nz,N_sum
15,1.0,0.5,0.5,0.5,0.5,0.05,4.424121686626192,2.3828815760919086,2.382881950868086,0.2260335657183503,0.4196599654944118,0.41965989949090815,1.0653534307036703
17.5,1.0,0.5,0.5,0.5,0.5,0.05,4.674165323804309,2.4566747422671704,2.4566877252645174,0.21394194058718033,0.4070542928597615,0.40705214167678866,1.0280483751237306
20,1.0,0.5,0.5,0.5,0.5,0.05,5.009105319654226,2.5147833046750567,2.514787909732951,0.19963644926296523,0.39764857597907954,0.39764784780844264,0.9949328730504874
0.5,1.0,0.5,0.3,0.5,0.3,0.03,-0.5521472601705834,-0.5932241660868985,-0.6879094825151302,-1.8111110425342953,-1.6857034105611854,-1.453679627069257,-4.950494080164738
1.25,1.0,0.5,0.3,0.5,0.3,0.03,0.23988576469978262,0.23306507325063097,0.22115558856299045,4.168650862845078,4.2906471830064,4.52170350520071,12.981001551052188
1.5,1.0,0.5,0.3,0.5,0.3,0.03,0.4617730713900358,0.4372978934615451,0.3972737740508116,2.1655658633141726,2.2867706772704532,2.517155838915506,6.969492379500132
1.75,1.0,0.5,0.3,0.5,0.3,0.03,0.6683684142911076,0.6185434161501094,0.5415891508878578,1.4961808167739812,1.6167013889245212,1.846418079757771,4.9593002854562735
2,1.0,0.5,0.3,0.5,0.3,0.03,0.861664798703067,0.7809661780036361,0.6624526197639596,1.1605441019583809,1.2804651829561613,1.5095419206830412,3.9505512055975833
3,1.0,0.5,0.3,0.5,0.3,0.03,1.528756232841088,1.2949618438672048,1.0008555135422776,0.6541265235868043,0.7722235251454618,0.9991452177355253,2.4254952664677916
5,1.0,0.5,0.3,0.5,0.3,0.03,2.515451729873948,1.947706505395269,1.3557332576890702,0.397542909738169,0.5134243774562222,0.7376082236888994,1.6485755108832907
8,1.0,0.5,0.3,0.5,0.3,0.03,3.4991916657342768,2.501661291080496,1.6081265243662681,0.2857802874282276,0.3997343699426586,0.6218416180866619,1.307356275457548
10,1.0,0.5,0.3,0.5,0.3,0.03,3.96444158722381,2.7378532208513016,1.7045770655064871,0.2522423342603145,0.3652496753237423,0.5866557870781081,1.204147796662165
12.5,1.0,0.5,0.3,0.5,0.3,0.03,4.415254854175619,2.955913359357278,1.7875863654677682,0.2264874923480973,0.3383049089833391,0.559413530623078,1.1242059319545143
15,1.0,0.5,0.3,0.5,0.3,0.03,4.767843890997064,3.12340059408393,1.8465248897450848,0.20973841066572282,0.32016386303252675,0.5415578233218677,1.0714600970201174
17.5,1.0,0.5,0.3,0.5,0.3,0.03,5.053157948332961,3.2459275385326603,1.890943580561116,0.1978960503955552,0.3080783499104406,0.5288365080164165,1.0348109083224122
20,1.0,0.5,0.3,0.5,0.3,0.03,5.289247425394999,3.4027641498781587,1.9263013303519148,0.18906281358643767,0.2938787279852489,0.519129579699408,1.0020711212710944
0.5,1.0,0.5,0.2,0.5,0.2,0.02,-0.5366004058648527,-0.5797789024113557,-0.7310026117163843,-1.8635841290285167,-1.724795427775838,-1.367984168554492,-4.956363725358846
1.25,1.0,0.5,0.2,0.5,0.2,0.02,0.2426996334100144,0.235008220443433,0.2169175776911448,4.120319367399331,4.255170300481902,4.610045947607974,12.985535615489207
1.5,1.0,0.5,0.2,0.5,0.2,0.02,0.47230957583589567,0.44416796624855387,0.3838460034168415,2.1172554001900035,2.2514005421102468,2.605211441824079,6.973867384124329
1.75,1.0,0.5,0.2,0.5,0.2,0.02,0.6905631395061076,0.6322421158937802,0.5169442835549729,1.4480935091832476,1.5816725505328484,1.9344444494542088,4.964210509170305
2,1.0,0.5,0.2,0.5,0.2,0.02,0.8987296673516815,0.8027011019075775,0.6259454788626219,1.1126816397935715,1.2457937302235564,1.5975832301194286,3.9560586001365565
3,1.0,0.5,0.2,0.5,0.2,0.02,1.6476709309470878,1.3536525930545773,0.9197332713564539,0.6069173044311682,0.7387419823453043,1.0872717462152544,2.4329310329917266
5,1.0,0.5,0.2,0.5,0.2,0.02,2.8494518026630815,2.07728011650701,1.2109212910957465,0.35094469717487614,0.4813987252145469,0.8258175055251636,1.6581609279145866
